Customer ID,Recency,Frequency,Monetary,R,F,M,Segment
13798.0,1,722,75836.87,4,4,4,Loyal
13799.0,117,106,2803.57,2,3,4,Lost
13800.0,310,73,1679.56,2,3,3,Lost
13801.0,67,23,324.8,3,2,1,At Risk
13802.0,139,448,26259.11,2,4,4,Lost
13803.0,255,78,1338.91,2,3,3,Lost
13804.0,31,169,3208.52,3,4,4,Loyal
13805.0,52,13,924.6,3,1,3,At Risk
13806.0,64,10,256.38,3,1,1,At Risk
13807.0,367,32,534.8,2,2,2,Champions
13808.0,6,76,1747.66,4,3,3,Loyal
13809.0,305,25,679.7,2,2,2,Champions
13810.0,29,35,1499.01,3,2,3,At Risk
13811.0,184,13,814.5,2,1,2,Champions
13812.0,42,36,539.0,3,2,2,At Risk
13813.0,40,143,2765.47,3,4,4,Loyal
13814.0,92,79,2257.32,3,3,3,Lost
13815.0,22,356,7475.74,4,4,4,Loyal
13816.0,24,28,571.6700000000001,4,2,2,At Risk
13817.0,29,24,382.98,3,2,2,At Risk
13818.0,430,5,61.28,1,1,1,Champions
13819.0,302,101,2642.35,2,3,4,Lost
13820.0,418,90,660.65,1,3,2,Lost
13821.0,145,209,1410.73,2,4,3,Lost
13822.0,6,96,632.0,4,3,2,At Risk
13823.0,19,163,3403.4500000000003,4,4,4,Loyal
13824.0,33,100,3314.76,3,3,4,Loyal
13825.0,622,40,255.59,1,2,1,Champions
13826.0,176,10,189.5,2,1,1,Champions
13827.0,58,93,412.05,3,3,2,At Risk
13828.0,22,15,209.49,4,1,1,At Risk
13829.0,421,1,102.0,1,1,1,Champions
13830.0,582,11,156.85000000000002,1,1,1,Champions
13831.0,16,187,7023.58,4,4,4,Loyal
13832.0,19,57,613.6899999999999,4,3,2,At Risk
13833.0,159,45,701.36,2,2,2,Champions
13834.0,577,16,324.19,1,1,1,Champions
13835.0,25,71,1095.27,4,3,3,Loyal
13836.0,399,31,620.37,1,2,2,Champions
13837.0,212,19,271.24,2,1,1,Champions
13838.0,6,472,1966.09,4,4,3,Loyal
13839.0,486,7,139.95000000000002,1,1,1,Champions
13840.0,416,40,651.4,1,2,2,Champions
13841.0,253,1,85.0,2,1,1,Champions
13842.0,59,355,5629.91,3,4,4,Loyal
13843.0,381,18,319.75,1,1,1,Champions
13844.0,11,20,361.62,4,1,2,At Risk
13845.0,65,9,312.98,3,1,1,At Risk
13846.0,25,81,1307.79,4,3,3,Loyal
13847.0,720,19,310.72,1,1,1,Champions
13848.0,92,11,3335.0,3,1,4,At Risk
13849.0,52,220,3469.3,3,4,4,Loyal
13850.0,129,93,1595.48,2,3,3,Lost
13851.0,96,140,4606.46,3,3,4,Loyal
13852.0,611,11,187.35000000000002,1,1,1,Champions
13853.0,57,23,1090.14,3,2,3,At Risk
13854.0,9,181,12253.96,4,4,4,Loyal
13855.0,501,73,1310.3400000000001,1,3,3,Lost
13856.0,169,54,1142.03,2,3,3,Lost
13857.0,393,128,1001.01,1,3,3,Lost
13858.0,57,11,216.17,3,1,1,At Risk
13859.0,326,36,515.86,2,2,2,Champions
13860.0,1,76,1245.9,4,3,3,Loyal
13861.0,429,21,273.26,1,1,1,Champions
13862.0,18,160,2556.09,4,4,4,Loyal
13863.0,248,70,1239.55,2,3,3,Lost
13864.0,387,1,662.4000000000001,1,1,2,Champions
13865.0,58,30,501.56,3,2,2,At Risk
13866.0,74,7,145.67000000000002,3,1,1,At Risk
13867.0,31,61,1015.29,3,3,3,Lost
13868.0,7,33,3192.54,4,2,4,Loyal
13869.0,123,860,8111.57,2,4,4,Lost
13870.0,2,241,5712.08,4,4,4,Loyal
13871.0,23,402,7885.85,4,4,4,Loyal
13872.0,527,57,919.57,1,3,3,Lost
13873.0,120,60,1038.92,2,3,3,Lost
13874.0,358,69,2049.15,2,3,3,Lost
13875.0,54,270,4814.37,3,4,4,Loyal
13876.0,64,7,122.7,3,1,1,At Risk
13877.0,86,23,449.68,3,2,2,At Risk
13878.0,55,107,2473.06,3,3,4,Loyal
13879.0,646,25,395.5,1,2,2,Champions
13880.0,21,229,4391.66,4,4,4,Loyal
13881.0,4,457,45179.1,4,4,4,Loyal
13882.0,3,65,1191.13,4,3,3,Loyal
13883.0,11,316,6560.02,4,4,4,Loyal
13884.0,7,190,1888.48,4,4,3,Loyal
13885.0,189,28,506.8,2,2,2,Champions
13886.0,71,16,243.56,3,1,1,At Risk
13887.0,204,19,349.55,2,1,2,Champions
13888.0,120,184,2169.05,2,4,3,Lost
13889.0,93,83,1991.23,3,3,3,Lost
13890.0,1,173,2927.38,4,4,4,Loyal
13891.0,378,100,863.5600000000001,2,3,2,Lost
13892.0,27,36,1267.6499999999999,3,2,3,At Risk
13893.0,298,21,821.1,2,1,2,Champions
13894.0,24,27,564.62,4,2,2,At Risk
13895.0,28,186,4008.52,3,4,4,Loyal
13896.0,626,21,388.55,1,1,2,Champions
13897.0,50,59,1160.72,3,3,3,Lost
13898.0,326,46,686.4,2,2,2,Champions
13899.0,16,19,388.52,4,1,2,At Risk
13900.0,183,95,1610.59,2,3,3,Lost
13901.0,72,310,5676.34,3,4,4,Loyal
13902.0,632,63,34095.26,1,3,4,Lost
13903.0,400,10,165.45000000000002,1,1,1,Champions
13904.0,37,26,332.64,3,2,1,At Risk
13905.0,733,12,312.65,1,1,1,Champions
13906.0,409,1,42.0,1,1,1,Champions
13907.0,692,4,136.8,1,1,1,Champions
13908.0,80,122,2369.55,3,3,4,Loyal
13909.0,423,39,286.6,1,2,1,Champions
13911.0,57,238,4234.99,3,4,4,Loyal
13912.0,424,7,124.95,1,1,1,Champions
13913.0,507,3,42.22,1,1,1,Champions
13914.0,12,33,626.45,4,2,2,At Risk
13915.0,394,2,70.80000000000001,1,1,1,Champions
13916.0,464,74,1275.81,1,3,3,Lost
13917.0,50,18,272.04,3,1,1,At Risk
13918.0,50,30,1212.8400000000001,3,2,3,At Risk
13919.0,59,77,1360.68,3,3,3,Lost
13920.0,432,86,1774.68,1,3,3,Lost
13921.0,402,44,730.7,1,2,2,Champions
13922.0,352,30,865.2,2,2,2,Champions
13923.0,54,20,351.13,3,1,2,At Risk
13924.0,2,117,1838.8500000000001,4,3,3,Loyal
13925.0,93,41,678.25,3,2,2,At Risk
13926.0,23,11,223.85000000000002,4,1,1,At Risk
13927.0,75,41,708.26,3,2,2,At Risk
13928.0,11,27,464.57,4,2,2,At Risk
13929.0,169,57,3494.1,2,3,4,Lost
13930.0,58,17,337.34,3,1,1,At Risk
13931.0,96,271,5257.38,3,4,4,Loyal
13932.0,295,16,307.4,2,1,1,Champions
13933.0,109,23,608.7900000000001,2,2,2,Champions
13934.0,264,31,922.1,2,2,3,Lost
13935.0,597,80,6116.92,1,3,4,Lost
13936.0,180,59,939.66,2,3,3,Lost
13937.0,169,54,880.13,2,3,2,Lost
13938.0,35,7,71.66,3,1,1,At Risk
13939.0,23,110,1560.96,4,3,3,Loyal
13940.0,17,49,839.14,4,2,2,At Risk
13941.0,22,105,11122.300000000001,4,3,4,Loyal
13942.0,535,1,320.0,1,1,1,Champions
13943.0,578,15,246.54,1,1,1,Champions
13944.0,653,35,200.43,1,2,1,Champions
13945.0,395,51,854.15,1,2,2,Champions
13946.0,79,56,1876.23,3,3,3,Lost
13947.0,65,5,90.6,3,1,1,At Risk
13948.0,361,24,548.76,2,2,2,Champions
13949.0,3,160,2427.32,4,4,4,Loyal
13950.0,11,35,745.06,4,2,2,At Risk
13951.0,176,39,674.45,2,2,2,Champions
13952.0,218,409,12823.521,2,4,4,Lost
13953.0,7,25,6640.68,4,2,4,Loyal
13954.0,2,25,439.92,4,2,2,At Risk
13955.0,154,87,545.17,2,3,2,Lost
13956.0,5,152,1026.42,4,4,3,Loyal
13957.0,418,27,458.25,1,2,2,Champions
13958.0,380,227,4709.2300000000005,2,4,4,Lost
13959.0,79,163,1076.18,3,4,3,Loyal
13960.0,21,12,230.22,4,1,1,At Risk
13961.0,392,19,538.4,1,1,2,Champions
13962.0,22,23,362.8,4,2,2,At Risk
13963.0,308,172,3011.87,2,4,4,Lost
13964.0,387,24,438.9,1,2,2,Champions
13965.0,477,24,996.61,1,2,3,Lost
13966.0,435,22,390.86,1,2,2,Champions
13967.0,146,6,166.3,2,1,1,Champions
13968.0,423,8,123.66,1,1,1,Champions
13969.0,7,1106,13365.87,4,4,4,Loyal
13970.0,386,13,846.55,1,1,2,Champions
13971.0,19,255,4667.57,4,4,4,Loyal
13972.0,71,15,190.25,3,1,1,At Risk
13973.0,287,11,264.7,2,1,1,Champions
13974.0,49,43,677.72,3,2,2,At Risk
13975.0,31,752,5358.84,3,4,4,Loyal
13976.0,207,56,1192.36,2,3,3,Lost
13977.0,411,13,519.8100000000001,1,1,2,Champions
13978.0,15,15,196.79000000000002,4,1,1,At Risk
13979.0,73,406,3416.23,3,4,4,Loyal
13980.0,60,65,799.92,3,3,2,At Risk
13981.0,416,22,331.14,1,2,1,Champions
13982.0,39,253,4445.59,3,4,4,Loyal
13983.0,30,341,7108.45,3,4,4,Loyal
13984.0,27,93,2048.6,3,3,3,Lost
13985.0,4,482,10020.86,4,4,4,Loyal
13986.0,17,13,320.46,4,1,1,At Risk
13987.0,380,46,682.54,2,2,2,Champions
13988.0,20,295,4757.8,4,4,4,Loyal
13989.0,66,86,2026.06,3,3,3,Lost
13990.0,213,16,311.3,2,1,1,Champions
13991.0,12,84,855.97,4,3,2,At Risk
13992.0,30,11,219.5,3,1,1,At Risk
13993.0,43,261,6775.71,3,4,4,Loyal
13994.0,4,155,2313.14,4,4,4,Loyal
13995.0,15,230,3902.01,4,4,4,Loyal
13996.0,386,33,895.76,1,2,2,Champions
13997.0,519,46,382.31,1,2,2,Champions
13998.0,447,31,566.7,1,2,2,Champions
13999.0,10,466,9502.26,4,4,4,Loyal
14000.0,211,49,2046.3400000000001,2,2,3,Lost
14001.0,46,112,4530.09,3,3,4,Loyal
14002.0,134,47,529.73,2,2,2,Champions
14003.0,733,16,209.41,1,1,1,Champions
14004.0,43,241,6258.45,3,4,4,Loyal
14005.0,10,84,2874.72,4,3,4,Loyal
14006.0,116,77,2196.67,2,3,3,Lost
14007.0,513,5,79.48,1,1,1,Champions
14008.0,432,32,509.04,1,2,2,Champions
14009.0,198,74,1099.91,2,3,3,Lost
14010.0,565,24,445.15,1,2,2,Champions
14011.0,480,32,457.82,1,2,2,Champions
14012.0,278,11,328.8,2,1,1,Champions
14013.0,110,68,1084.57,2,3,3,Lost
14014.0,77,76,1948.21,3,3,3,Lost
14015.0,53,20,917.34,3,1,3,At Risk
14016.0,162,448,11403.41,2,4,4,Lost
14017.0,571,14,229.75,1,1,1,Champions
14018.0,645,13,367.15000000000003,1,1,2,Champions
14019.0,47,66,1421.61,3,3,3,Lost
14020.0,17,72,1249.01,4,3,3,Loyal
14021.0,155,90,1716.58,2,3,3,Lost
14022.0,225,47,792.15,2,2,2,Champions
14023.0,7,31,584.07,4,2,2,At Risk
14024.0,122,34,645.74,2,2,2,Champions
14025.0,465,100,4057.9,1,3,4,Lost
14026.0,471,50,713.11,1,2,2,Champions
14027.0,61,6,104.82,3,1,1,At Risk
14028.0,550,9,10396.5,1,1,4,Lost
14029.0,63,15,467.66,3,1,2,At Risk
14030.0,18,866,8262.29,4,4,4,Loyal
14031.0,7,781,40999.17,4,4,4,Loyal
14032.0,2,244,4850.2699999999995,4,4,4,Loyal
14033.0,555,1,109.44,1,1,1,Champions
14034.0,22,89,651.8199999999999,4,3,2,At Risk
14035.0,29,151,2856.72,3,4,4,Loyal
14036.0,285,38,626.65,2,2,2,Champions
14037.0,176,114,836.95,2,3,2,Lost
14038.0,78,161,3069.88,3,4,4,Loyal
14039.0,33,10,267.28000000000003,3,1,1,At Risk
14040.0,41,794,12645.57,3,4,4,Loyal
14041.0,266,21,141.41,2,1,1,Champions
14042.0,725,21,431.98,1,1,2,Champions
14043.0,491,42,304.25,1,2,1,Champions
14044.0,27,851,3123.1,3,4,4,Loyal
14045.0,109,39,11313.029999999999,2,2,4,Lost
14046.0,284,14,154.99,2,1,1,Champions
14047.0,9,164,4255.03,4,4,4,Loyal
14048.0,305,141,748.69,2,3,2,Lost
14049.0,17,1081,13239.03,4,4,4,Loyal
14050.0,32,54,746.36,3,3,2,At Risk
14051.0,1,334,22434.0,4,4,4,Loyal
14052.0,20,125,480.81,4,3,2,At Risk
14053.0,124,9,572.3,2,1,2,Champions
14054.0,65,6,92.46,3,1,1,At Risk
14055.0,106,33,1520.96,2,2,3,Lost
14056.0,1,1106,8214.65,4,4,4,Loyal
14057.0,24,454,8408.84,4,4,4,Loyal
14058.0,463,24,469.19,1,2,2,Champions
14059.0,267,8,183.6,2,1,1,Champions
14060.0,5,270,9519.08,4,4,4,Loyal
14061.0,507,19,917.4300000000001,1,1,3,Champions
14062.0,10,343,25604.2,4,4,4,Loyal
14063.0,438,40,22710.2,1,2,4,Lost
14064.0,29,244,3332.42,3,4,4,Loyal
14065.0,389,49,891.02,1,2,2,Champions
14066.0,267,7,152.55,2,1,1,Champions
14067.0,64,52,374.7,3,2,2,At Risk
14068.0,320,111,1528.3700000000001,2,3,3,Lost
14069.0,515,42,230.06,1,2,1,Champions
14070.0,685,42,326.55,1,2,1,Champions
14071.0,4,324,1438.82,4,4,3,Loyal
14072.0,667,19,390.85,1,1,2,Champions
14073.0,32,13,151.04,3,1,1,At Risk
14074.0,623,6,219.39999999999998,1,1,1,Champions
14075.0,5,81,1734.87,4,3,3,Loyal
14076.0,129,46,122.47,2,2,1,Champions
14077.0,41,56,615.0799999999999,3,3,2,At Risk
14078.0,102,163,1692.6299999999999,2,4,3,Lost
14079.0,125,13,618.73,2,1,2,Champions
14080.0,33,83,1115.68,3,3,3,Lost
14081.0,302,942,5370.1,2,4,4,Lost
14082.0,365,65,413.36,2,3,2,Lost
14083.0,4,255,1407.26,4,4,3,Loyal
14084.0,512,7,150.5,1,1,1,Champions
14085.0,2,1068,10104.97,4,4,4,Loyal
14086.0,463,1,39.95,1,1,1,Champions
14087.0,3,221,846.22,4,4,2,Loyal
14088.0,10,682,64036.8,4,4,4,Loyal
14089.0,57,14,161.0,3,1,1,At Risk
14090.0,325,1,76.32000000000001,2,1,1,Champions
14091.0,654,13,9530.08,1,1,4,Lost
14092.0,8,373,7229.45,4,4,4,Loyal
14093.0,12,105,442.85,4,3,2,At Risk
14094.0,440,47,335.22,1,2,1,Champions
14095.0,723,1,2.95,1,1,1,Champions
14096.0,4,5111,65164.79,4,4,4,Loyal
14097.0,481,40,422.85999999999996,1,2,2,Champions
14098.0,37,21,147.35,3,1,1,At Risk
14099.0,16,525,5765.71,4,4,4,Loyal
14100.0,138,26,194.9,2,2,1,Champions
14101.0,74,90,9961.93,3,3,4,Loyal
14102.0,5,79,1360.28,4,3,3,Loyal
14103.0,665,1,0.0,1,1,1,Champions
14104.0,155,143,771.5799999999999,2,4,2,Lost
14105.0,239,279,5988.83,2,4,4,Lost
14106.0,737,1,214.79999999999998,1,1,1,Champions
14107.0,52,236,4877.3,3,4,4,Loyal
14108.0,31,54,1044.96,3,3,3,Lost
14109.0,73,9,144.2,3,1,1,At Risk
14110.0,4,400,12987.95,4,4,4,Loyal
14111.0,14,10,692.85,4,1,2,At Risk
14112.0,23,326,5834.59,4,4,4,Loyal
14113.0,4,122,7092.610000000001,4,3,4,Loyal
14114.0,274,74,1364.09,2,3,3,Lost
14115.0,502,22,622.6700000000001,1,2,2,Champions
14116.0,20,72,1382.74,4,3,3,Loyal
14117.0,144,3,90.0,2,1,1,Champions
14118.0,429,15,458.45,1,1,2,Champions
14119.0,376,11,183.37,2,1,1,Champions
14121.0,4,159,2780.15,4,4,4,Loyal
14122.0,406,13,362.42,1,1,2,Champions
14123.0,733,24,436.18,1,2,2,Champions
14124.0,84,5,419.58000000000004,3,1,2,At Risk
14125.0,11,167,2740.43,4,4,4,Loyal
14126.0,8,43,1172.46,4,2,3,At Risk
14127.0,123,117,1900.0800000000002,2,3,3,Lost
14128.0,61,65,924.21,3,3,3,Lost
14129.0,2,109,2591.34,4,3,4,Loyal
14130.0,319,224,1882.67,2,4,3,Lost
14131.0,649,52,187.87,1,2,1,Champions
14132.0,2,200,3586.0299999999997,4,4,4,Loyal
14133.0,130,36,911.14,2,2,3,Lost
14134.0,383,180,11123.35,1,4,4,Lost
14135.0,2,256,9643.92,4,4,4,Loyal
14136.0,401,106,1570.81,1,3,3,Lost
14137.0,696,11,332.7,1,1,1,Champions
14138.0,2,47,982.3800000000001,4,2,3,At Risk
14139.0,46,69,1086.8,3,3,3,Lost
14140.0,4,66,935.05,4,3,3,Loyal
14141.0,3,40,915.13,4,2,3,At Risk
14142.0,373,66,983.15,2,3,3,Lost
14143.0,134,7,115.8,2,1,1,Champions
14144.0,486,1,30.599999999999998,1,1,1,Champions
14145.0,47,25,7600.05,3,2,4,Lost
14146.0,9,456,9450.3,4,4,4,Loyal
14147.0,78,30,2590.2,3,2,4,Lost
14148.0,234,17,466.29,2,1,2,Champions
14149.0,221,28,446.62,2,2,2,Champions
14150.0,36,26,658.64,3,2,2,At Risk
14151.0,673,44,679.45,1,2,2,Champions
14152.0,75,133,1997.3400000000001,3,3,3,Lost
14153.0,483,17,233.4,1,1,1,Champions
14154.0,239,292,6460.7,2,4,4,Lost
14155.0,266,6,118.75,2,1,1,Champions
14156.0,10,4048,313946.37,4,4,4,Loyal
14157.0,20,89,1002.78,4,3,3,Loyal
14158.0,40,41,507.66,3,2,2,At Risk
14159.0,20,1874,7938.01,4,4,4,Loyal
14160.0,610,107,8421.47,1,3,4,Lost
14161.0,216,310,3318.88,2,4,4,Lost
14162.0,174,25,289.36,2,2,1,Champions
14163.0,87,58,2594.62,3,3,4,Loyal
14164.0,71,29,1631.77,3,2,3,At Risk
14165.0,276,25,122.53999999999999,2,2,1,Champions
14166.0,505,53,256.85,1,2,1,Champions
14167.0,39,121,1296.49,3,3,3,Lost
14168.0,421,15,370.45,1,1,2,Champions
14169.0,431,67,624.4300000000001,1,3,2,Lost
14170.0,375,165,597.33,2,4,2,Lost
14171.0,98,64,498.79,2,3,2,Lost
14172.0,605,54,402.72,1,3,2,Lost
14173.0,11,33,586.0,4,2,2,At Risk
14174.0,33,26,134.46,3,2,1,At Risk
14175.0,60,331,7678.88,3,4,4,Loyal
14176.0,297,46,916.01,2,2,3,Lost
14177.0,86,210,2229.34,3,4,3,Loyal
14178.0,9,327,1620.93,4,4,3,Loyal
14179.0,41,165,719.78,3,4,2,Lost
14180.0,11,301,6319.25,4,4,4,Loyal
14181.0,411,54,310.55,1,3,1,Champions
14182.0,444,50,678.77,1,2,2,Champions
14183.0,411,35,286.29,1,2,1,Champions
14184.0,67,24,452.89,3,2,2,At Risk
14185.0,331,3,197.65,2,1,1,Champions
14186.0,427,104,1550.63,1,3,3,Lost
14187.0,474,8,123.5,1,1,1,Champions
14188.0,31,65,2054.36,3,3,3,Lost
14189.0,2,316,5814.39,4,4,4,Loyal
14190.0,666,1,79.9,1,1,1,Champions
14191.0,2,265,4817.66,4,4,4,Loyal
14192.0,388,14,293.74,1,1,1,Champions
14193.0,68,64,1210.19,3,3,3,Lost
14194.0,5,952,18670.59,4,4,4,Loyal
14195.0,202,16,2615.6,2,1,4,Lost
14196.0,107,6,335.52,2,1,1,Champions
14197.0,411,20,390.05,1,1,2,Champions
14198.0,18,91,1569.73,4,3,3,Loyal
14199.0,218,18,1091.7,2,1,3,Champions
14200.0,617,21,379.2,1,1,2,Champions
14201.0,60,55,1193.54,3,3,3,Lost
14202.0,381,29,847.76,1,2,2,Champions
14203.0,397,16,339.34,1,1,1,Champions
14204.0,2,232,1062.96,4,4,3,Loyal
14205.0,17,123,2414.2,4,3,4,Loyal
14206.0,239,71,1185.01,2,3,3,Lost
14207.0,688,2,157.8,1,1,1,Champions
14208.0,95,35,567.05,3,2,2,At Risk
14209.0,11,231,4993.27,4,4,4,Loyal
14210.0,106,329,5861.52,2,4,4,Lost
14211.0,53,240,4402.29,3,4,4,Loyal
14212.0,90,21,2190.14,3,1,3,At Risk
14213.0,405,5,1192.2,1,1,3,Champions
14214.0,31,67,1004.38,3,3,3,Lost
14215.0,12,192,3416.33,4,4,4,Loyal
14216.0,3,77,2150.04,4,3,3,Loyal
14217.0,2,181,3416.89,4,4,4,Loyal
14218.0,43,12,169.48000000000002,3,1,1,At Risk
14219.0,4,43,633.83,4,2,2,At Risk
14220.0,247,38,1515.0,2,2,3,Lost
14221.0,42,347,6517.49,3,4,4,Loyal
14222.0,177,41,683.17,2,2,2,Champions
14223.0,92,60,991.13,3,3,3,Lost
14224.0,110,238,1897.9,2,4,3,Lost
14225.0,435,87,2037.02,1,3,3,Lost
14226.0,29,98,3002.53,3,3,4,Loyal
14227.0,26,377,6368.71,4,4,4,Loyal
14228.0,438,38,745.5,1,2,2,Champions
14229.0,52,72,2594.04,3,3,4,Loyal
14230.0,436,33,979.8000000000001,1,2,3,Lost
14231.0,184,69,1235.6200000000001,2,3,3,Lost
14232.0,43,115,2048.07,3,3,3,Lost
14233.0,49,73,2904.27,3,3,4,Loyal
14234.0,22,159,775.46,4,4,2,Loyal
14235.0,75,148,4717.99,3,4,4,Loyal
14236.0,81,50,1744.64,3,2,3,At Risk
14237.0,373,35,632.14,2,2,2,Champions
14238.0,326,13,434.23,2,1,2,Champions
14239.0,43,210,4263.17,3,4,4,Loyal
14240.0,30,61,1247.49,3,3,3,Lost
14241.0,184,12,333.70000000000005,2,1,1,Champions
14242.0,235,16,280.55,2,1,1,Champions
14243.0,9,371,7431.05,4,4,4,Loyal
14244.0,661,16,366.41999999999996,1,1,2,Champions
14245.0,220,108,1693.45,2,3,3,Lost
14246.0,111,75,1474.06,2,3,3,Lost
14247.0,278,117,772.66,2,3,2,Lost
14248.0,318,47,1032.95,2,2,3,Lost
14249.0,411,291,5625.461,1,4,4,Lost
14250.0,7,111,1904.05,4,3,3,Loyal
14251.0,2,78,2879.7000000000003,4,3,4,Loyal
14252.0,381,10,350.99,1,1,2,Champions
14253.0,493,12,363.40000000000003,1,1,2,Champions
14254.0,433,23,601.03,1,2,2,Champions
14255.0,546,1,1000.63,1,1,3,Champions
14256.0,260,134,2473.9900000000002,2,3,4,Lost
14257.0,64,240,5954.45,3,4,4,Loyal
14258.0,9,301,32051.34,4,4,4,Loyal
14259.0,142,5,120.0,2,1,1,Champions
14260.0,471,51,824.28,1,2,2,Champions
14261.0,51,52,1163.45,3,2,3,At Risk
14262.0,8,143,2618.23,4,4,4,Loyal
14263.0,423,16,322.93,1,1,1,Champions
14264.0,155,79,1517.3600000000001,2,3,3,Lost
14265.0,109,79,1373.35,2,3,3,Lost
14266.0,428,1,40.56,1,1,1,Champions
14267.0,163,55,1516.24,2,3,3,Lost
14268.0,471,19,354.85,1,1,2,Champions
14269.0,439,16,295.73,1,1,1,Champions
14270.0,332,29,492.65000000000003,2,2,2,Champions
14271.0,226,39,219.13,2,2,1,Champions
14272.0,74,64,920.81,3,3,3,Lost
14273.0,51,29,559.97,3,2,2,At Risk
14274.0,686,15,256.6,1,1,1,Champions
14275.0,396,23,1189.3799999999999,1,2,3,Lost
14276.0,99,121,2102.68,2,3,3,Lost
14277.0,15,382,17225.81,4,4,4,Loyal
14278.0,410,13,205.83,1,1,1,Champions
14279.0,521,3,191.86,1,1,1,Champions
14280.0,197,8,134.04,2,1,1,Champions
14281.0,408,7,245.15,1,1,1,Champions
14282.0,3,254,7849.66,4,4,4,Loyal
14283.0,463,41,628.4399999999999,1,2,2,Champions
14284.0,31,67,1299.65,3,3,3,Lost
14285.0,21,61,3284.42,4,3,4,Loyal
14286.0,24,499,8479.76,4,4,4,Loyal
14287.0,8,9,176.63,4,1,1,At Risk
14288.0,213,16,426.6,2,1,2,Champions
14289.0,9,47,911.26,4,2,3,At Risk
14290.0,11,151,4516.56,4,4,4,Loyal
14291.0,2,494,7904.1,4,4,4,Loyal
14292.0,8,193,9226.25,4,4,4,Loyal
14293.0,3,134,3267.9300000000003,4,3,4,Loyal
14294.0,407,23,375.34,1,2,2,Champions
14295.0,40,72,2362.91,3,3,4,Loyal
14296.0,421,27,456.40000000000003,1,2,2,Champions
14297.0,18,62,1305.33,4,3,3,Loyal
14298.0,8,2864,91194.49,4,4,4,Loyal
14299.0,8,340,14499.49,4,4,4,Loyal
14300.0,19,3,43.2,4,1,1,At Risk
14301.0,117,53,1992.18,2,2,3,Lost
14302.0,431,28,742.9000000000001,1,2,2,Champions
14303.0,407,22,277.94,1,2,1,Champions
14304.0,223,88,1725.01,2,3,3,Lost
14305.0,71,105,1858.96,3,3,3,Lost
14306.0,51,46,3151.4,3,2,4,Lost
14307.0,89,310,5071.03,3,4,4,Loyal
14308.0,549,2,1147.02,1,1,3,Champions
14309.0,8,189,3780.81,4,4,4,Loyal
14310.0,433,22,492.1,1,2,2,Champions
14311.0,243,31,516.45,2,2,2,Champions
14312.0,47,180,3090.29,3,4,4,Loyal
14314.0,107,10,229.8,2,1,1,Champions
14315.0,45,133,3197.82,3,3,4,Loyal
14316.0,422,31,1370.34,1,2,3,Lost
14317.0,65,24,508.58000000000004,3,2,2,At Risk
14318.0,460,9,158.02,1,1,1,Champions
14319.0,424,26,494.85,1,2,2,Champions
14320.0,207,81,1346.75,2,3,3,Lost
14321.0,11,179,2218.06,4,4,3,Loyal
14322.0,429,13,474.1,1,1,2,Champions
14323.0,115,36,605.0600000000001,2,2,2,Champions
14324.0,410,41,701.61,1,2,2,Champions
14325.0,570,18,245.48000000000002,1,1,1,Champions
14326.0,242,57,940.98,2,3,3,Lost
14327.0,163,106,1894.93,2,3,3,Lost
14328.0,438,1,445.05,1,1,2,Champions
14329.0,17,553,9927.22,4,4,4,Loyal
14330.0,624,13,200.63,1,1,1,Champions
14331.0,124,28,462.65999999999997,2,2,2,Champions
14332.0,23,63,1943.51,4,3,3,Loyal
14333.0,68,15,415.2,3,1,2,At Risk
14334.0,17,258,4318.48,4,4,4,Loyal
14335.0,16,63,468.26,4,3,2,At Risk
14336.0,17,90,1614.91,4,3,3,Loyal
14338.0,161,50,928.1,2,2,3,Lost
14339.0,243,23,620.27,2,2,2,Champions
14340.0,219,6,134.7,2,1,1,Champions
14341.0,45,266,4467.32,3,4,4,Loyal
14342.0,21,33,918.44,4,2,3,At Risk
14343.0,421,238,1088.91,1,4,3,Lost
14344.0,127,243,3333.7000000000003,2,4,4,Lost
14345.0,39,6,108.97999999999999,3,1,1,At Risk
14346.0,121,146,2315.75,2,4,4,Lost
14347.0,737,6,82.6,1,1,1,Champions
14348.0,260,18,409.57,2,1,2,Champions
14349.0,10,31,133.5,4,2,1,At Risk
14350.0,274,59,972.03,2,3,3,Lost
14351.0,165,1,51.0,2,1,1,Champions
14352.0,157,47,1078.96,2,2,3,Lost
14353.0,215,25,376.5,2,2,2,Champions
14354.0,6,9,163.62,4,1,1,At Risk
14355.0,366,71,1014.45,2,3,3,Lost
14356.0,80,33,701.23,3,2,2,At Risk
14357.0,43,41,225.77,3,2,1,At Risk
14358.0,389,25,400.06,1,2,2,Champions
14359.0,19,55,912.18,4,3,3,Loyal
14360.0,32,118,2128.23,3,3,3,Lost
14361.0,579,14,214.70999999999998,1,1,1,Champions
14362.0,22,41,161.2,4,2,1,At Risk
14363.0,402,8,227.47000000000003,1,1,1,Champions
14364.0,109,69,3717.35,2,3,4,Lost
14365.0,395,51,634.68,1,2,2,Champions
14366.0,525,1,136.0,1,1,1,Champions
14367.0,8,524,9261.52,4,4,4,Loyal
14368.0,320,8,155.0,2,1,1,Champions
14369.0,642,26,469.13,1,2,2,Champions
14370.0,451,44,1175.78,1,2,3,Lost
14371.0,295,4,100.5,2,1,1,Champions
14372.0,443,38,860.08,1,2,2,Champions
14373.0,358,4,76.55,2,1,1,Champions
