Customer ID,Recency,Frequency,Monetary,Customer_Age,Customer_Lifespan_Years,CLV,Churn_Prediction_Rate,CLV_segment,Churn_Risk,Customer_Segment
13355.0,122,32,674.7,121,0.3315068493150685,223.67,42.217335,Bronze,Low Risk,Bronze-Low Risk
13356.0,80,42,768.24,79,0.21643835616438356,166.28,,Bronze,High Risk,Bronze-High Risk
13357.0,257,399,3838.36,626,1.715068493150685,6583.05,,Platinum,High Risk,Platinum-High Risk
13358.0,269,29,439.03,268,0.7342465753424657,322.36,58.143448,Silver,Medium Risk,Silver-Medium Risk
13359.0,64,56,1043.31,402,1.1013698630136985,1149.07,35.55849,Gold,Low Risk,Gold-Low Risk
13360.0,432,66,1553.65,700,1.917808219178082,2979.6,30.869759,Gold,Low Risk,Gold-Low Risk
13361.0,472,34,1450.5,617,1.6904109589041096,2451.94,37.487827,Gold,Low Risk,Gold-Low Risk
13362.0,9,298,5394.07,424,1.1616438356164382,6265.99,,Platinum,High Risk,Platinum-High Risk
13363.0,18,102,1723.86,409,1.1205479452054794,1931.67,21.348322,Gold,Low Risk,Gold-Low Risk
13364.0,71,10,134.95999999999998,70,0.1917808219178082,25.88,66.30918,Bronze,Medium Risk,Bronze-Medium Risk
13365.0,34,128,2225.37,217,0.5945205479452055,1323.03,,Gold,High Risk,Gold-High Risk
13366.0,50,1,56.160000000000004,49,0.13424657534246576,7.54,70.92202,Bronze,Medium Risk,Bronze-Medium Risk
13367.0,432,20,510.20000000000005,431,1.180821917808219,602.46,56.590485,Silver,Medium Risk,Silver-Medium Risk
13368.0,257,52,1121.5,423,1.158904109589041,1299.71,,Gold,High Risk,Gold-High Risk
13369.0,366,28,616.5600000000001,365,1.0,616.56,,Silver,High Risk,Silver-High Risk
13370.0,372,78,1509.74,371,1.0164383561643835,1534.56,,Gold,High Risk,Gold-High Risk
13371.0,505,92,2297.66,631,1.7287671232876711,3972.12,30.906952,Platinum,Low Risk,Platinum-Low Risk
13372.0,90,23,378.64,89,0.24383561643835616,92.33,61.98027,Bronze,Medium Risk,Bronze-Medium Risk
13373.0,61,358,7587.1900000000005,733,2.0082191780821916,15236.74,,Platinum,High Risk,Platinum-High Risk
13374.0,415,17,422.8,449,1.2301369863013698,520.1,63.088585,Silver,Medium Risk,Silver-Medium Risk
13375.0,89,71,1792.23,444,1.2164383561643837,2180.14,,Gold,High Risk,Gold-High Risk
13376.0,99,53,1019.76,233,0.6383561643835617,650.97,,Silver,High Risk,Silver-High Risk
13377.0,397,78,1552.88,645,1.7671232876712328,2744.13,32.63757,Gold,Low Risk,Gold-Low Risk
13379.0,26,97,572.56,136,0.3726027397260274,213.34,,Bronze,High Risk,Bronze-High Risk
13380.0,433,3,62.4,432,1.1835616438356165,73.85,78.87638,Bronze,High Risk,Bronze-High Risk
13381.0,32,356,8224.37,737,2.0191780821917806,16606.47,,Platinum,High Risk,Platinum-High Risk
13382.0,281,86,1387.58,731,2.0027397260273974,2778.96,,Gold,High Risk,Gold-High Risk
13383.0,544,1,305.28000000000003,543,1.4876712328767123,454.16,63.321995,Silver,Medium Risk,Silver-Medium Risk
13384.0,31,264,6680.83,500,1.36986301369863,9151.82,2.8254366,Platinum,Low Risk,Platinum-Low Risk
13385.0,330,35,534.57,329,0.9013698630136986,481.85,52.550274,Silver,Low Risk,Silver-Low Risk
13386.0,414,31,835.46,436,1.1945205479452055,997.97,39.836197,Silver,Low Risk,Silver-Low Risk
13387.0,417,73,189.44,416,1.1397260273972603,215.91,69.75744,Bronze,Medium Risk,Bronze-Medium Risk
13388.0,131,69,1185.65,603,1.652054794520548,1958.76,32.054924,Gold,Low Risk,Gold-Low Risk
13389.0,11,51,797.96,232,0.6356164383561644,507.2,,Silver,High Risk,Silver-High Risk
13390.0,75,13,544.08,74,0.20273972602739726,110.31,57.31,Bronze,Medium Risk,Bronze-Medium Risk
13391.0,204,1,59.8,203,0.5561643835616439,33.26,85.90423,Bronze,High Risk,Bronze-High Risk
13392.0,677,8,91.14,676,1.8520547945205479,168.8,71.6427,Bronze,Medium Risk,Bronze-Medium Risk
13393.0,584,69,1131.45,731,2.0027397260273974,2266.0,32.054924,Gold,Low Risk,Gold-Low Risk
13394.0,2,409,6621.7,738,2.021917808219178,13388.53,2.8285477,Platinum,Low Risk,Platinum-Low Risk
13395.0,185,81,1180.23,420,1.1506849315068493,1358.07,,Gold,High Risk,Gold-High Risk
13396.0,29,43,1360.99,318,0.8712328767123287,1185.74,34.821033,Gold,Low Risk,Gold-Low Risk
13397.0,73,89,3191.87,688,1.884931506849315,6016.46,,Platinum,High Risk,Platinum-High Risk
13398.0,192,39,670.34,448,1.2273972602739727,822.77,,Silver,High Risk,Silver-High Risk
13399.0,464,15,275.4,518,1.4191780821917808,390.84,68.17998,Silver,Medium Risk,Silver-Medium Risk
13400.0,583,23,310.83,582,1.5945205479452054,495.62,59.083344,Silver,Medium Risk,Silver-Medium Risk
13402.0,127,96,1535.13,564,1.5452054794520549,2372.09,,Gold,High Risk,Gold-High Risk
13403.0,18,9,229.5,722,1.978082191780822,453.97,,Silver,High Risk,Silver-High Risk
13404.0,1,11,252.49,212,0.5808219178082191,146.65,65.500374,Bronze,Medium Risk,Bronze-Medium Risk
13405.0,74,43,1213.811,723,1.9808219178082191,2404.34,,Gold,High Risk,Gold-High Risk
13406.0,427,9,568.92,631,1.7287671232876711,983.53,56.89473,Silver,Medium Risk,Silver-Medium Risk
13407.0,579,85,2244.7,661,1.810958904109589,4065.06,32.907913,Platinum,Low Risk,Platinum-Low Risk
13408.0,2,840,51733.462,735,2.0136986301369864,104175.6,3.0215616,Platinum,Low Risk,Platinum-Low Risk
13410.0,24,50,2201.96,730,2.0,4403.92,,Platinum,High Risk,Platinum-High Risk
13411.0,107,18,213.55,106,0.29041095890410956,62.02,70.674614,Bronze,Medium Risk,Bronze-Medium Risk
13412.0,620,34,487.34999999999997,619,1.6958904109589041,826.49,58.522987,Silver,Medium Risk,Silver-Medium Risk
13413.0,640,43,429.44,686,1.8794520547945206,807.11,58.21778,Silver,Medium Risk,Silver-Medium Risk
13414.0,134,55,2494.14,602,1.6493150684931508,4113.62,,Platinum,High Risk,Platinum-High Risk
13415.0,473,104,800.67,727,1.9917808219178081,1594.76,28.249184,Gold,Low Risk,Gold-Low Risk
13416.0,44,26,940.8000000000001,735,2.0136986301369864,1894.49,,Gold,High Risk,Gold-High Risk
13417.0,5,77,1669.49,669,1.832876712328767,3059.97,,Gold,High Risk,Gold-High Risk
13418.0,12,563,12233.6,727,1.9917808219178081,24366.65,,Platinum,High Risk,Platinum-High Risk
13419.0,64,16,221.06,63,0.1726027397260274,38.16,64.50094,Bronze,Medium Risk,Bronze-Medium Risk
13420.0,150,8,159.85,170,0.4657534246575342,74.45,63.63143,Bronze,Medium Risk,Bronze-Medium Risk
13421.0,40,272,4103.12,662,1.8136986301369864,7441.82,3.209906,Platinum,Low Risk,Platinum-Low Risk
13422.0,64,127,2626.3,63,0.1726027397260274,453.31,,Silver,High Risk,Silver-High Risk
13423.0,429,12,217.03,428,1.1726027397260275,254.49,65.53033,Bronze,Medium Risk,Bronze-Medium Risk
13424.0,450,40,572.77,449,1.2301369863013698,704.59,53.585903,Silver,Low Risk,Silver-Low Risk
13425.0,108,178,3403.63,578,1.5835616438356164,5389.86,,Platinum,High Risk,Platinum-High Risk
13426.0,1,343,8167.38,729,1.9972602739726026,16312.38,,Platinum,High Risk,Platinum-High Risk
13427.0,19,52,1006.53,721,1.9753424657534246,1988.24,,Gold,High Risk,Gold-High Risk
13428.0,10,144,499.98,513,1.4054794520547946,702.71,25.61912,Silver,Low Risk,Silver-Low Risk
13429.0,11,67,1006.8,74,0.20273972602739726,204.12,,Bronze,High Risk,Bronze-High Risk
13430.0,19,49,679.45,85,0.2328767123287671,158.23,38.595478,Bronze,Low Risk,Bronze-Low Risk
13431.0,67,129,3316.24,659,1.8054794520547945,5987.4,9.853201,Platinum,Low Risk,Platinum-Low Risk
13432.0,571,111,439.1,611,1.673972602739726,735.04,42.159954,Silver,Low Risk,Silver-Low Risk
13433.0,501,24,658.3199999999999,696,1.906849315068493,1255.32,47.687344,Gold,Low Risk,Gold-Low Risk
13434.0,74,35,1666.8600000000001,655,1.7945205479452055,2991.21,33.789272,Gold,Low Risk,Gold-Low Risk
13435.0,5,152,4475.2300000000005,499,1.367123287671233,6118.19,7.316144,Platinum,Low Risk,Platinum-Low Risk
13436.0,2,12,196.89,1,0.0027397260273972603,0.54,70.75518,Bronze,Medium Risk,Bronze-Medium Risk
13437.0,14,167,3408.06,189,0.5178082191780822,1764.72,9.112299,Gold,Low Risk,Gold-Low Risk
13438.0,547,1,46.5,546,1.4958904109589042,69.56,81.22556,Bronze,High Risk,Bronze-High Risk
13439.0,255,167,986.61,525,1.4383561643835616,1419.1,22.81269,Gold,Low Risk,Gold-Low Risk
13440.0,423,59,1295.25,451,1.2356164383561643,1600.43,34.96901,Gold,Low Risk,Gold-Low Risk
13441.0,92,38,720.9,431,1.180821917808219,851.25,,Silver,High Risk,Silver-High Risk
13442.0,667,38,419.87,737,2.0191780821917806,847.79,65.26559,Silver,Medium Risk,Silver-Medium Risk
13443.0,449,204,1280.16,676,1.8520547945205479,2370.93,23.567196,Gold,Low Risk,Gold-Low Risk
13444.0,374,58,631.6800000000001,505,1.3835616438356164,873.97,43.094685,Silver,Low Risk,Silver-Low Risk
13445.0,626,7,241.89999999999998,625,1.7123287671232876,414.21,64.365524,Silver,Medium Risk,Silver-Medium Risk
13446.0,430,192,3881.89,663,1.8164383561643835,7051.21,8.914565,Platinum,Low Risk,Platinum-Low Risk
13447.0,23,59,1129.14,35,0.0958904109589041,108.27,,Bronze,High Risk,Bronze-High Risk
13448.0,17,558,9240.87,733,2.0082191780821916,18557.69,3.349569,Platinum,Low Risk,Platinum-Low Risk
13449.0,24,19,291.88,23,0.06301369863013699,18.39,,Bronze,High Risk,Bronze-High Risk
13450.0,27,147,4120.04,602,1.6493150684931508,6795.24,,Platinum,High Risk,Platinum-High Risk
13451.0,26,1042,7190.92,627,1.7178082191780821,12352.62,,Platinum,High Risk,Platinum-High Risk
13452.0,259,3,729.8,472,1.2931506849315069,943.74,,Silver,High Risk,Silver-High Risk
13453.0,166,40,781.6899999999999,401,1.0986301369863014,858.79,,Silver,High Risk,Silver-High Risk
13454.0,641,23,219.87,640,1.7534246575342465,385.53,67.46932,Silver,Medium Risk,Silver-Medium Risk
13455.0,25,144,2905.93,730,2.0,5811.86,,Platinum,High Risk,Platinum-High Risk
13456.0,18,63,1766.72,206,0.5643835616438356,997.11,,Silver,High Risk,Silver-High Risk
13457.0,689,9,148.22,737,2.0191780821917806,299.28,66.40283,Silver,Medium Risk,Silver-Medium Risk
13458.0,7,485,11959.27,387,1.0602739726027397,12680.1,,Platinum,High Risk,Platinum-High Risk
13459.0,625,73,1160.4099999999999,681,1.8657534246575342,2165.04,32.429134,Gold,Low Risk,Gold-Low Risk
13460.0,29,17,183.44,49,0.13424657534246576,24.63,,Bronze,High Risk,Bronze-High Risk
13461.0,39,62,4160.0,596,1.632876712328767,6792.77,,Platinum,High Risk,Platinum-High Risk
13462.0,253,71,1153.85,725,1.9863013698630136,2291.89,,Gold,High Risk,Gold-High Risk
13464.0,58,151,3097.64,617,1.6904109589041096,5236.28,,Platinum,High Risk,Platinum-High Risk
13465.0,446,34,931.12,585,1.6027397260273972,1492.34,35.183495,Gold,Low Risk,Gold-Low Risk
13466.0,184,55,1013.35,627,1.7178082191780821,1740.74,,Gold,High Risk,Gold-High Risk
13467.0,11,99,1083.71,35,0.0958904109589041,103.92,21.506878,Bronze,Low Risk,Bronze-Low Risk
13468.0,2,728,13390.51,735,2.0136986301369864,26964.45,,Platinum,High Risk,Platinum-High Risk
13469.0,653,6,82.4,652,1.7863013698630137,147.19,74.05255,Bronze,Medium Risk,Bronze-Medium Risk
13470.0,99,10,165.0,114,0.31232876712328766,51.53,65.54064,Bronze,Medium Risk,Bronze-Medium Risk
13471.0,1,260,2531.58,46,0.12602739726027398,319.05,6.8841176,Silver,Low Risk,Silver-Low Risk
13472.0,464,28,592.24,555,1.5205479452054795,900.53,51.802147,Silver,Low Risk,Silver-Low Risk
13473.0,61,70,2657.7599999999998,723,1.9808219178082191,5264.55,27.93771,Platinum,Low Risk,Platinum-Low Risk
13474.0,236,130,663.79,494,1.3534246575342466,898.39,23.968267,Silver,Low Risk,Silver-Low Risk
13475.0,191,86,1431.78,298,0.8164383561643835,1168.96,32.589962,Gold,Low Risk,Gold-Low Risk
13476.0,179,106,2061.4700000000003,644,1.7643835616438357,3637.22,23.240507,Platinum,Low Risk,Platinum-Low Risk
13477.0,38,158,2834.17,683,1.8712328767123287,5303.39,9.997461,Platinum,Low Risk,Platinum-Low Risk
13478.0,469,125,2215.78,676,1.8520547945205479,4103.75,22.354845,Platinum,Low Risk,Platinum-Low Risk
13479.0,201,53,851.37,476,1.3041095890410959,1110.28,,Gold,High Risk,Gold-High Risk
13480.0,417,41,627.82,679,1.8602739726027397,1167.92,44.993774,Gold,Low Risk,Gold-Low Risk
13481.0,46,224,3830.84,735,2.0136986301369864,7714.16,,Platinum,High Risk,Platinum-High Risk
13482.0,232,20,336.09,627,1.7178082191780821,577.34,,Silver,High Risk,Silver-High Risk
13483.0,66,10,140.34,65,0.1780821917808219,24.99,,Bronze,High Risk,Bronze-High Risk
13484.0,241,39,790.72,639,1.7506849315068493,1384.3,,Gold,High Risk,Gold-High Risk
13485.0,233,158,3019.2200000000003,735,2.0136986301369864,6079.8,10.9293165,Platinum,Low Risk,Platinum-Low Risk
13486.0,78,69,1122.41,154,0.42191780821917807,473.56,,Silver,High Risk,Silver-High Risk
13487.0,58,49,846.87,734,2.010958904109589,1703.02,,Gold,High Risk,Gold-High Risk
13488.0,17,724,15587.88,683,1.8712328767123287,29168.55,3.2890446,Platinum,Low Risk,Platinum-Low Risk
13489.0,105,14,449.52,294,0.8054794520547945,362.08,,Silver,High Risk,Silver-High Risk
13490.0,654,8,154.25,653,1.789041095890411,275.96,71.32914,Bronze,Medium Risk,Bronze-Medium Risk
13491.0,52,268,4566.56,732,2.0054794520547947,9158.14,,Platinum,High Risk,Platinum-High Risk
13492.0,136,50,1269.84,214,0.5863013698630137,744.51,,Silver,High Risk,Silver-High Risk
13493.0,275,8,618.63,286,0.7835616438356164,484.73,,Silver,High Risk,Silver-High Risk
13494.0,312,18,316.26000000000005,311,0.852054794520548,269.47,65.755005,Bronze,Medium Risk,Bronze-Medium Risk
13495.0,8,147,5374.26,732,2.0054794520547947,10777.97,,Platinum,High Risk,Platinum-High Risk
13496.0,11,35,653.33,359,0.9835616438356164,642.59,41.283752,Silver,Low Risk,Silver-Low Risk
13497.0,283,67,1320.33,669,1.832876712328767,2420.0,,Gold,High Risk,Gold-High Risk
13498.0,730,17,327.38,729,1.9972602739726026,653.86,61.50947,Silver,Medium Risk,Silver-Medium Risk
13499.0,18,42,1159.11,269,0.736986301369863,854.25,35.338795,Silver,Low Risk,Silver-Low Risk
13500.0,23,85,1466.3,400,1.095890410958904,1606.9,32.63757,Gold,Low Risk,Gold-Low Risk
13501.0,288,114,2885.11,569,1.558904109589041,4497.61,,Platinum,High Risk,Platinum-High Risk
13502.0,17,33,780.5,548,1.5013698630136987,1171.82,38.919807,Gold,Low Risk,Gold-Low Risk
13503.0,71,198,1905.39,660,1.8082191780821917,3445.36,21.596466,Gold,Low Risk,Gold-Low Risk
13504.0,64,22,295.93,63,0.1726027397260274,51.08,,Bronze,High Risk,Bronze-High Risk
13505.0,73,215,4393.63,232,0.6356164383561644,2792.66,5.0538373,Gold,Low Risk,Gold-Low Risk
13506.0,316,98,1639.2,460,1.2602739726027397,2065.84,,Gold,High Risk,Gold-High Risk
13507.0,3,162,2479.16,145,0.3972602739726027,984.87,11.133706,Silver,Low Risk,Silver-Low Risk
13508.0,244,28,287.05,642,1.7589041095890412,504.89,,Silver,High Risk,Silver-High Risk
13509.0,9,49,1114.72,507,1.389041095890411,1548.39,33.992504,Gold,Low Risk,Gold-Low Risk
13510.0,1,289,4558.29,718,1.9671232876712328,8966.72,,Platinum,High Risk,Platinum-High Risk
13511.0,677,5,282.76,676,1.8520547945205479,523.69,66.40376,Silver,Medium Risk,Silver-Medium Risk
13512.0,261,39,713.39,582,1.5945205479452054,1137.52,42.7949,Gold,Low Risk,Gold-Low Risk
13513.0,127,40,824.59,654,1.7917808219178082,1477.48,44.993774,Gold,Low Risk,Gold-Low Risk
13514.0,74,21,815.9000000000001,681,1.8657534246575342,1522.27,44.457584,Gold,Low Risk,Gold-Low Risk
13515.0,73,76,1265.82,644,1.7643835616438357,2233.39,,Gold,High Risk,Gold-High Risk
13516.0,21,61,1685.26,417,1.1424657534246576,1925.35,,Gold,High Risk,Gold-High Risk
13517.0,60,141,2128.42,179,0.4904109589041096,1043.8,,Gold,High Risk,Gold-High Risk
13518.0,86,38,659.4399999999999,85,0.2328767123287671,153.57,,Bronze,High Risk,Bronze-High Risk
13519.0,78,19,343.21,442,1.210958904109589,415.61,,Silver,High Risk,Silver-High Risk
13520.0,59,205,6909.4,722,1.978082191780822,13667.36,5.3087378,Platinum,Low Risk,Platinum-Low Risk
13521.0,1,436,1093.65,9,0.024657534246575342,26.97,,Bronze,High Risk,Bronze-High Risk
13522.0,30,5,125.80000000000001,29,0.07945205479452055,10.0,71.47343,Bronze,Medium Risk,Bronze-Medium Risk
13523.0,33,231,5101.52,401,1.0986301369863014,5604.68,5.154708,Platinum,Low Risk,Platinum-Low Risk
13524.0,41,27,680.1800000000001,219,0.6,408.11,44.105713,Silver,Low Risk,Silver-Low Risk
13525.0,15,6,628.78,247,0.6767123287671233,425.5,,Silver,High Risk,Silver-High Risk
13526.0,738,44,1182.0,737,2.0191780821917806,2386.67,35.338795,Gold,Low Risk,Gold-Low Risk
13527.0,34,457,4683.74,687,1.8821917808219177,8815.7,,Platinum,High Risk,Platinum-High Risk
13529.0,79,15,307.76,204,0.5589041095890411,172.01,68.13712,Bronze,Medium Risk,Bronze-Medium Risk
13530.0,634,18,402.97999999999996,633,1.7342465753424658,698.87,59.464924,Silver,Medium Risk,Silver-Medium Risk
13531.0,205,90,1738.52,735,2.0136986301369864,3500.86,,Platinum,High Risk,Platinum-High Risk
13532.0,34,66,210.31,33,0.09041095890410959,19.01,59.09636,Bronze,Medium Risk,Bronze-Medium Risk
13533.0,183,76,270.79,267,0.7315068493150685,198.08,,Bronze,High Risk,Bronze-High Risk
13534.0,2,392,7720.9,519,1.4219178082191781,10978.49,,Platinum,High Risk,Platinum-High Risk
13535.0,403,1,89.5,402,1.1013698630136985,98.57,81.00185,Bronze,High Risk,Bronze-High Risk
13536.0,1,179,3448.29,74,0.20273972602739726,699.11,9.408583,Silver,Low Risk,Silver-Low Risk
13537.0,426,42,717.85,451,1.2356164383561643,886.99,42.397816,Silver,Low Risk,Silver-Low Risk
13538.0,43,144,3112.73,675,1.8493150684931507,5756.42,,Platinum,High Risk,Platinum-High Risk
13539.0,86,86,1569.3600000000001,590,1.6164383561643836,2536.77,31.079329,Gold,Low Risk,Gold-Low Risk
13540.0,467,32,632.39,655,1.7945205479452055,1134.84,45.78757,Gold,Low Risk,Gold-Low Risk
13541.0,427,10,785.25,569,1.558904109589041,1224.13,45.872307,Gold,Low Risk,Gold-Low Risk
13542.0,377,337,4006.17,728,1.9945205479452055,7990.39,,Platinum,High Risk,Platinum-High Risk
13543.0,634,47,1439.6100000000001,686,1.8794520547945206,2705.68,33.623795,Gold,Low Risk,Gold-Low Risk
13544.0,40,258,829.0,644,1.7643835616438357,1462.67,,Gold,High Risk,Gold-High Risk
13545.0,391,57,374.64,544,1.4904109589041097,558.37,56.658787,Silver,Medium Risk,Silver-Medium Risk
13546.0,12,153,1092.14,423,1.158904109589041,1265.69,22.84901,Gold,Low Risk,Gold-Low Risk
13547.0,408,47,175.53,407,1.115068493150685,195.73,76.5526,Bronze,High Risk,Bronze-High Risk
13548.0,96,187,908.99,470,1.2876712328767124,1170.48,,Gold,High Risk,Gold-High Risk
13549.0,26,59,1005.8,387,1.0602739726027397,1066.42,,Gold,High Risk,Gold-High Risk
13550.0,383,44,349.51,382,1.0465753424657533,365.79,60.654217,Silver,Medium Risk,Silver-Medium Risk
13551.0,319,5,244.2,665,1.821917808219178,444.91,,Silver,High Risk,Silver-High Risk
13552.0,66,208,6978.92,657,1.8,12562.06,5.6419926,Platinum,Low Risk,Platinum-Low Risk
13553.0,675,94,517.8,674,1.8465753424657534,956.16,45.29036,Silver,Low Risk,Silver-Low Risk
13554.0,380,200,1638.28,446,1.2219178082191782,2001.84,23.897583,Gold,Low Risk,Gold-Low Risk
13555.0,74,407,8999.19,688,1.884931506849315,16962.86,,Platinum,High Risk,Platinum-High Risk
13556.0,429,9,200.82,435,1.1917808219178083,239.33,64.43827,Bronze,Medium Risk,Bronze-Medium Risk
13557.0,28,180,3032.26,730,2.0,6064.52,,Platinum,High Risk,Platinum-High Risk
13558.0,6,175,605.06,67,0.18356164383561643,111.07,23.368675,Bronze,Low Risk,Bronze-Low Risk
13559.0,513,2,990.0,543,1.4876712328767123,1472.79,66.37814,Gold,Medium Risk,Gold-Medium Risk
13560.0,7,33,174.37,6,0.01643835616438356,2.87,68.50507,Bronze,Medium Risk,Bronze-Medium Risk
13561.0,216,233,1820.72,648,1.7753424657534247,3232.4,18.620417,Gold,Low Risk,Gold-Low Risk
13562.0,82,196,4838.18,693,1.8986301369863015,9185.91,6.4120913,Platinum,Low Risk,Platinum-Low Risk
13563.0,84,49,777.53,139,0.38082191780821917,296.1,,Silver,High Risk,Silver-High Risk
13564.0,144,1271,17249.55,737,2.0191780821917806,34829.91,3.432029,Platinum,Low Risk,Platinum-Low Risk
13565.0,19,60,414.8,410,1.1232876712328768,465.94,,Silver,High Risk,Silver-High Risk
13566.0,41,374,1708.1200000000001,639,1.7506849315068493,2990.38,15.107041,Gold,Low Risk,Gold-Low Risk
13567.0,428,203,1083.69,541,1.4821917808219178,1606.24,23.546965,Gold,Low Risk,Gold-Low Risk
13568.0,173,44,192.85,172,0.4712328767123288,90.88,,Bronze,High Risk,Bronze-High Risk
13569.0,17,214,893.78,427,1.16986301369863,1045.6,,Gold,High Risk,Gold-High Risk
13570.0,243,27,239.49,242,0.663013698630137,158.79,,Bronze,High Risk,Bronze-High Risk
13571.0,13,676,4546.54,730,2.0,9093.08,3.3092844,Platinum,Low Risk,Platinum-Low Risk
13572.0,206,33,1384.25,205,0.5616438356164384,777.46,,Silver,High Risk,Silver-High Risk
13573.0,50,89,916.47,636,1.7424657534246575,1596.92,,Gold,High Risk,Gold-High Risk
13574.0,411,103,421.25,410,1.1232876712328768,473.18,41.57234,Silver,Low Risk,Silver-Low Risk
13575.0,23,46,732.0699999999999,175,0.4794520547945205,350.99,,Silver,High Risk,Silver-High Risk
13576.0,10,279,11551.74,730,2.0,23103.48,,Platinum,High Risk,Platinum-High Risk
13577.0,25,168,3489.28,724,1.9835616438356165,6921.2,8.450973,Platinum,Low Risk,Platinum-Low Risk
13578.0,409,9,147.66,408,1.1178082191780823,165.06,64.43827,Bronze,Medium Risk,Bronze-Medium Risk
13579.0,15,90,1539.04,658,1.8027397260273972,2774.49,28.524357,Gold,Low Risk,Gold-Low Risk
13580.0,406,5,107.75,405,1.1095890410958904,119.56,70.19227,Bronze,Medium Risk,Bronze-Medium Risk
13581.0,309,33,280.53000000000003,413,1.1315068493150684,317.42,66.42257,Silver,Medium Risk,Silver-Medium Risk
13582.0,390,11,241.68,617,1.6904109589041096,408.54,68.15745,Silver,Medium Risk,Silver-Medium Risk
13583.0,156,96,1445.031,678,1.8575342465753424,2684.19,21.348322,Gold,Low Risk,Gold-Low Risk
13584.0,307,83,392.45,675,1.8493150684931507,725.76,,Silver,High Risk,Silver-High Risk
13585.0,531,39,684.54,737,2.0191780821917806,1382.21,42.57141,Gold,Low Risk,Gold-Low Risk
13586.0,541,21,131.53,540,1.4794520547945205,194.59,69.35216,Bronze,Medium Risk,Bronze-Medium Risk
13587.0,64,30,1673.5,662,1.8136986301369864,3035.22,34.653393,Gold,Low Risk,Gold-Low Risk
13588.0,16,174,2478.95,254,0.6958904109589041,1725.08,,Gold,High Risk,Gold-High Risk
13589.0,15,52,1120.74,733,2.0082191780821916,2250.69,,Gold,High Risk,Gold-High Risk
13590.0,11,410,6349.59,737,2.0191780821917806,12820.95,,Platinum,High Risk,Platinum-High Risk
13591.0,65,101,2093.94,724,1.9835616438356165,4153.46,,Platinum,High Risk,Platinum-High Risk
13592.0,36,16,247.95999999999998,263,0.7205479452054795,178.67,70.50006,Bronze,Medium Risk,Bronze-Medium Risk
13593.0,108,410,5523.6900000000005,646,1.7698630136986302,9776.17,,Platinum,High Risk,Platinum-High Risk
13594.0,53,33,533.32,485,1.3287671232876712,708.66,,Silver,High Risk,Silver-High Risk
13595.0,517,152,818.22,645,1.7671232876712328,1445.9,23.218906,Gold,Low Risk,Gold-Low Risk
13596.0,6,166,697.04,12,0.03287671232876712,22.92,23.218906,Bronze,Low Risk,Bronze-Low Risk
13597.0,400,17,396.71,402,1.1013698630136985,436.92,59.464924,Silver,Medium Risk,Silver-Medium Risk
13598.0,47,99,789.59,651,1.7835616438356163,1408.28,26.093288,Gold,Low Risk,Gold-Low Risk
13599.0,1,410,10167.630000000001,738,2.021917808219178,20558.11,,Platinum,High Risk,Platinum-High Risk
13600.0,312,41,518.42,633,1.7342465753424658,899.07,,Silver,High Risk,Silver-High Risk
13601.0,45,195,1185.14,545,1.4931506849315068,1769.59,23.10923,Gold,Low Risk,Gold-Low Risk
13602.0,65,58,1025.17,560,1.5342465753424657,1572.86,35.487766,Gold,Low Risk,Gold-Low Risk
13603.0,26,27,164.34,25,0.0684931506849315,11.26,,Bronze,High Risk,Bronze-High Risk
13604.0,659,21,717.62,658,1.8027397260273972,1293.68,45.201157,Gold,Low Risk,Gold-Low Risk
13605.0,387,53,522.67,570,1.5616438356164384,816.22,52.05861,Silver,Low Risk,Silver-Low Risk
13606.0,29,43,280.53999999999996,311,0.852054794520548,239.04,68.20391,Bronze,Medium Risk,Bronze-Medium Risk
13607.0,40,122,1078.31,402,1.1013698630136985,1187.62,23.590101,Gold,Low Risk,Gold-Low Risk
13608.0,541,36,236.2,540,1.4794520547945205,349.45,68.65922,Silver,Medium Risk,Silver-Medium Risk
13609.0,593,7,167.35,592,1.621917808219178,271.43,71.44592,Bronze,Medium Risk,Bronze-Medium Risk
13610.0,12,416,2175.88,702,1.9232876712328768,4184.84,,Platinum,High Risk,Platinum-High Risk
13611.0,89,229,3319.53,736,2.0164383561643837,6693.63,10.3324585,Platinum,Low Risk,Platinum-Low Risk
13612.0,633,50,818.29,632,1.7315068493150685,1416.87,40.620472,Gold,Low Risk,Gold-Low Risk
13613.0,453,59,1039.8500000000001,660,1.8082191780821917,1880.28,33.86185,Gold,Low Risk,Gold-Low Risk
13614.0,24,271,2359.19,550,1.5068493150684932,3554.94,15.626698,Platinum,Low Risk,Platinum-Low Risk
13615.0,319,367,6272.53,679,1.8602739726027397,11668.62,,Platinum,High Risk,Platinum-High Risk
13616.0,568,37,288.1,690,1.8904109589041096,544.63,68.192795,Silver,Medium Risk,Silver-Medium Risk
13617.0,40,107,1278.75,494,1.3534246575342466,1730.69,24.113855,Gold,Low Risk,Gold-Low Risk
13618.0,174,13,177.34,173,0.473972602739726,84.05,,Bronze,High Risk,Bronze-High Risk
13619.0,545,49,231.69,673,1.8438356164383563,427.2,76.680756,Silver,High Risk,Silver-High Risk
13620.0,528,5,112.34,527,1.4438356164383561,162.2,65.024025,Bronze,Medium Risk,Bronze-Medium Risk
13621.0,117,19,213.85,116,0.3178082191780822,67.96,,Bronze,High Risk,Bronze-High Risk
